title,price,mrp,code,ASIN,url,,
United Colour of Benetton Men's Calf Socks,150,169,B07FBJLYYW,B07QT2Z4T5,https://www.amazon.in/United-Colour-Benetton-Socks-17PSOCKBCL35I_Multicolor_Free/dp/B07FBJLYYW/ref=sr_1_5699?dchild=1&keywords=united+colors+of+benetton&qid=1570702310&s=apparel&sr=1-5699,,
Girl's Maroon Flip-Flops-3 UK/India (36 EU) (19A8BELE6013I_901_30),1999,same as sellprice,B07NLBJMCY,B07QNPF2G4,https://www.amazon.in/United-Collors-Benetton-Flip-Flops-3-19A8BELE6013I_901_30/dp/B07NLBJMCY/ref=sr_1_5700?dchild=1&keywords=united+colors+of+benetton&qid=1570702310&s=apparel&sr=1-5700,,
Girls' Shorts,584,1299,B01BHYWXES,B07QLQS8P1,https://www.amazon.in/United-Colors-Benetton-16P4DENC0120I901_Light-Wash_EL/dp/B01BHYWXES/ref=sr_1_5701?dchild=1&keywords=united+colors+of+benetton&qid=1570702310&s=apparel&sr=1-5701,,
Men's Cotton Shorts,1038,2599,B073VSRMZR,B07QNPB64X,https://www.amazon.in/United-Colors-Benetton-Cotton-17A4L23R6036I_Blue_34/dp/B073VSRMZR/ref=sr_1_5702?dchild=1&keywords=united+colors+of+benetton&qid=1570702310&s=apparel&sr=1-5702,,
Men's Carrot Fit Stretchable Jeans,1649,same as sellprice,B072FV56CK,B07QPSFMNB,https://www.amazon.in/United-Colors-Benetton-8903975421493_17A4L23R6032I90132_32W-30L_Blue/dp/B072FV56CK/ref=sr_1_5703?dchild=1&keywords=united+colors+of+benetton&qid=1570702310&s=apparel&sr=1-5703,,
Men's Leather Boat Shoes,2099,same as sellprice,B01J3B7OU0,B07QNPBP2N,https://www.amazon.in/United-Colors-Benetton-Brown-Leather/dp/B01J3B7OU0/ref=sr_1_5704?dchild=1&keywords=united+colors+of+benetton&qid=1570702310&s=apparel&sr=1-5704,,
Boys' Shirt,678,1699,B01N7G014T,B07QMQZLJ6,https://www.amazon.in/United-Colors-Benetton-Shirt-17P5POPC0065I901_White_L/dp/B01N7G014T/ref=sr_1_5705?dchild=1&keywords=united+colors+of+benetton&qid=1570702310&s=apparel&sr=1-5705,,
Women's Slim Jeans,1318,3299,B01BP08ORO,B07QT2N487,https://www.amazon.in/United-Colors-Benetton-Womens-16P4RC8E8063I_Blue902_42/dp/B01BP08ORO/ref=sr_1_5706?dchild=1&keywords=united+colors+of+benetton&qid=1570702310&s=apparel&sr=1-5706,,
Baby-Boy's Regular fit T-Shirt,599,same as sellprice,B07S1H71TT,B07QT2XDTH,https://www.amazon.in/United-Colors-Benetton-Regular-19A3096AW122I_N23_0Y_Navy/dp/B07S1H71TT/ref=sr_1_5707?dchild=1&keywords=united+colors+of+benetton&qid=1570702310&s=apparel&sr=1-5707,,
Girl's Regular fit Trousers,365,1199,B07LFQL3HQ,B07QNPDRFV,https://www.amazon.in/United-Colors-Benetton-Jeggings-19P4DENC0601I_902_M_Blue_7-8/dp/B07LFQL3HQ/ref=sr_1_5708?dchild=1&keywords=united+colors+of+benetton&qid=1570702310&s=apparel&sr=1-5708,,
Men's Sneakers,1288,3199,B07L4WYP6D,B07QH9DQDG,https://www.amazon.in/United-Colors-Benetton-Sneakers-7-19P8SNEAFW52I_905_42/dp/B07L4WYP6D/ref=sr_1_5709?dchild=1&keywords=united+colors+of+benetton&qid=1570702310&s=apparel&sr=1-5709,,
Men's Solid Slim fit Casual Shirt,1383,1999,B07QT3L4L4,B07QH9HYFN,https://www.amazon.in/United-Colors-Benetton-Casual-19A5SM01U008I_101_S_Whte/dp/B07QT3L4L4/ref=sr_1_5710?dchild=1&keywords=united+colors+of+benetton&qid=1570702310&s=apparel&sr=1-5710,,
Boy's Regular fit Shirt,1199,same as sellprice,B07S2YZ3F2,B07QLWF1MW,https://www.amazon.in/United-Colors-Benetton-Checkered-19A5POPC21AWG_901_/dp/B07S2YZ3F2/ref=sr_1_5711?dchild=1&keywords=united+colors+of+benetton&qid=1570702310&s=apparel&sr=1-5711,,
Women's A-Line Dress,1238,3099,B01II5XFYQ,B07QH9HTFF,https://www.amazon.in/United-Colors-Benetton-Womens-16A3TP3V973AI901M_Black/dp/B01II5XFYQ/ref=sr_1_5712?dchild=1&keywords=united+colors+of+benetton&qid=1570702310&s=apparel&sr=1-5712,,
Men's Solid Regular Fit Polo,585,1799,B07BN1NRJ7,B07QLWF49K,https://www.amazon.in/United-Colors-Benetton-Regular-203762112_Black_S/dp/B07BN1NRJ7/ref=sr_1_5713?dchild=1&keywords=united+colors+of+benetton&qid=1570702310&s=apparel&sr=1-5713,,
Men's Checkered Slim fit Casual Shirt,1314,2199,B07QMR15LY,B07QH9HNL6,https://www.amazon.in/UNITED-COLORS-BENETTON-Checkered-19A5SM03U008I_904_S_Blue/dp/B07QMR15LY/ref=sr_1_5714?dchild=1&keywords=united+colors+of+benetton&qid=1570702310&s=apparel&sr=1-5714,,
Women's White Sneakers-7 UK/India EU (19A8SNEA3005I_906_35),3099,same as sellprice,B07NPJ5771,B07QJFN4RS,https://www.amazon.in/United-Collors-Benetton-Sneakers-7-19A8SNEA3005I_906_35/dp/B07NPJ5771/ref=sr_1_5715?dchild=1&keywords=united+colors+of+benetton&qid=1570702310&s=apparel&sr=1-5715,,
Women's Plain Regular Fit Top,549,1099,B07FBJKZ8R,B07QKHNKHP,https://www.amazon.in/United-Colors-Benetton-Regular-18A3DUNE2105G_100_L_Black/dp/B07FBJKZ8R/ref=sr_1_5716?dchild=1&keywords=united+colors+of+benetton&qid=1570702310&s=apparel&sr=1-5716,,
Men's Solid Regular Fit Polo,585,1799,B07BN1NRJ7,B07QH9HTFR,https://www.amazon.in/United-Colors-Benetton-Regular-203762112_Black_S/dp/B07BN1NRJ7/ref=sr_1_5717?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5717,,
Men's Checkered Slim fit Casual Shirt,1314,2199,B07QMR15LY,B07QLWR8WQ,https://www.amazon.in/UNITED-COLORS-BENETTON-Checkered-19A5SM03U008I_904_S_Blue/dp/B07QMR15LY/ref=sr_1_5718?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5718,,
Girl's Sneakers,1498,2499,B07LGMYDM6,B07QLVVRSX,https://www.amazon.in/United-Colors-Benetton-Sneakers-5-19P8SNEA1135I_901_28/dp/B07LGMYDM6/ref=sr_1_5719?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5719,,
Baby-Boy's Regular fit T-Shirt,599,same as sellprice,B07RZDN8W7,B07QH9FG8K,https://www.amazon.in/United-Colors-Benetton-Regular-19A3096AW123I_A26_0Y_Purple/dp/B07RZDN8W7/ref=sr_1_5720?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5720,,
Women's Plain Regular Fit Top,549,1099,B07FBJKZ8R,B07QLX9V3C,https://www.amazon.in/United-Colors-Benetton-Regular-18A3DUNE2105G_100_L_Black/dp/B07FBJKZ8R/ref=sr_1_5721?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5721,,
Boys' Polo,449,999,B01MSSX83E,B07QJFN579,https://www.amazon.in/United-Colors-Benetton-16A3089CK0A3I9021Y_Red-Multicolored/dp/B01MSSX83E/ref=sr_1_5722?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5722,,
Women's Leggings,1091,2099,B0792T5VM9,B07QJFQFYC,https://www.amazon.in/United-Colors-Benetton-Leggings-18P3EU2E9162I_BLACK_M/dp/B0792T5VM9/ref=sr_1_5723?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5723,,
Men's Sweater,2599,same as sellprice,B07QKYFJYN,B07QH9HMPF,https://www.amazon.in/United-Colors-Benetton-Sweater-19A1CTNK1001I_902_M_Grey_M/dp/B07QKYFJYN/ref=sr_1_5724?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5724,,
Girl's Sneakers,1375,2499,B07LGL9R5N,B07QLXJ7BH,https://www.amazon.in/United-Colors-Benetton-Sneakers-13-19P8SNEA1102I_901_34/dp/B07LGL9R5N/ref=sr_1_5725?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5725,,
Boys' Long Sleeve Top,224,499,B073JTCW9J,B07QG5HGV6,https://www.amazon.in/United-Colors-Benetton-Sleeve-17A3C96CZ0A1I02KXL_Coral_XL/dp/B073JTCW9J/ref=sr_1_5726?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5726,,
Women's Body Blouse Top,478,1199,B01II5T7NO,B07QH9DRTX,https://www.amazon.in/United-Colors-Benetton-Womens-16A3CV4E972AIA26S_Deep/dp/B01II5T7NO/ref=sr_1_5727?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5727,,
Girl's Regular fit T-Shirt,799,same as sellprice,B07RYFQTPZ,B07QLVVRRN,https://www.amazon.in/United-Colors-Benetton-Striped-19A3096AW13DI_901_KL_Multi/dp/B07RYFQTPZ/ref=sr_1_5728?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5728,,
Cotton Shirt Dress,915,1799,B07LCF3WDQ,B07QLXG3YG,https://www.amazon.in/United-Colors-Benetton-Cotton-19P4POPCDE02I_901_Blue_4-5/dp/B07LCF3WDQ/ref=sr_1_5729?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5729,,
Baby Boys' Regular Fit Trousers,798,1999,B07FHPK4B6,B07QKYFJPS,https://www.amazon.in/United-Colors-Benetton-Trousers-18A4WBOTCM47I_901_1Y_Black/dp/B07FHPK4B6/ref=sr_1_5730?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5730,,
Girls' Slim Fit Jeans,718,1799,B07F47MMG8,B07QH9HYS3,https://www.amazon.in/United-Colors-Benetton-Girls-18A4DENC0530I_902_2Y_Light/dp/B07F47MMG8/ref=sr_1_5731?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5731,,
Girls' Cardigan,755,1599,B07F1NX4TQ,B07QLX4DTX,https://www.amazon.in/United-Colors-Benetton-Cardigan-18A1083Q1707G_19C_2Y_Coral/dp/B07F1NX4TQ/ref=sr_1_5732?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5732,,
Men's Sneakers,1261,2499,B01J3BHIGA,B07QG59PYX,https://www.amazon.in/United-Colors-Benetton-Yellow-Sneakers/dp/B01J3BHIGA/ref=sr_1_5733?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5733,,
Men's Sweater,1649,2999,B07DLSKYSB,B07QJFN8LT,https://www.amazon.in/United-Colors-Benetton-Sweater-18A1CTNK3072I_901_XL_Navy/dp/B07DLSKYSB/ref=sr_1_5734?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5734,,
Baby-Boy's Regular fit T-Shirt,599,same as sellprice,B07RZDMN8F,B07QKYFJPB,https://www.amazon.in/United-Colors-Benetton-Regular-19A3096AW123I_501_0Y_Grey/dp/B07RZDMN8F/ref=sr_1_5735?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5735,,
Men's Checkered Slim fit Casual Shirt,2799,same as sellprice,B07QPSGXKF,B07QLXJ3W5,https://www.amazon.in/United-Colors-Benetton-Checkered-19A5SP01U008I_901_KL_Navy/dp/B07QPSGXKF/ref=sr_1_5736?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5736,,
Men's Slim Fit Shorts,1429,2599,B07NQ41MTB,B07QLVVSHR,https://www.amazon.in/United-Colors-Benetton-Shorts-19P4STWB4051I_903_38_Beige/dp/B07NQ41MTB/ref=sr_1_5737?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5737,,
Men's Solid Slim fit Casual Shirt,2599,same as sellprice,B07QMQXZ5P,B07QLXXKNM,https://www.amazon.in/United-Colors-Benetton-Casual-19A5SM19U008I_13C_S_Navy/dp/B07QMQXZ5P/ref=sr_1_5738?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5738,,
Men's Multicolor Flip-Flops and House Slippers - 8 UK/India (42 EU) (17P8CFFPM827I),409,799,B01MTEVAG4,B07QLW1YZV,https://www.amazon.in/United-Colors-Benetton-Multicolor-Flip-Flops/dp/B01MTEVAG4/ref=sr_1_5739?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5739,,
Boys' Plain Regular Fit Shirt,638,1599,B07F48LN8M,B07QG5D197,https://www.amazon.in/United-Colors-Benetton-Regular-18A5POPC0012I_63C_XS_Chinese/dp/B07F48LN8M/ref=sr_1_5740?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5740,,
Girl's Jumper,487,1199,B07F8VG84G,B07QJFN23T,https://www.amazon.in/United-Colors-Benetton-Jumper-18A3INTC0C20I_Multicolor/dp/B07F8VG84G/ref=sr_1_5741?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5741,,
Men's Skinny Fit Stretchable Jeans,1519,3999,B07CF8ZZQ6,B07QKHP49F,https://www.amazon.in/United-Colors-Benetton-Skinny-18P4L23R8051I_Blue_36/dp/B07CF8ZZQ6/ref=sr_1_5742?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5742,,
Men's Slim Fit Casual Trousers,1109,2999,B07G14X4RM,B07QH9DZC2,https://www.amazon.in/United-Colors-Benetton-Trousers-18A3CTWB6006I_Black/dp/B07G14X4RM/ref=sr_1_5743?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5743,,
Men's EVA Flip-Flops and House Slippers,799,same as sellprice,B00Q43D3YM,B07QH9CBB1,https://www.amazon.in/United-Colors-Benetton-Flip-Flops-Slippers/dp/B00Q43D3YM/ref=sr_1_5744?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5744,,
Girls' Shorts,438,1099,B01BHYWMK8,B07QKYGJVT,https://www.amazon.in/United-Colors-Benetton-16P4COTC0136I902_Peach-Yellow_0Y/dp/B01BHYWMK8/ref=sr_1_5745?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5745,,
Women's Overalls,1798,4499,B07G357PCG,B07QJFPQ4H,https://www.amazon.in/United-Colors-Benetton-Overalls-18A4XI6580R5G_Black_M/dp/B07G357PCG/ref=sr_1_5746?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5746,,
Boy's Regular fit T-Shirt,599,same as sellprice,B07S4P2YGS,B07QH9F8LD,https://www.amazon.in/United-Colors-Benetton-Regular-19A3096CAW60G_H56_M_Coral/dp/B07S4P2YGS/ref=sr_1_5747?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5747,,
Baby Boys' Slim Fit Jeans,1398,1399,B07F462HH6,B07QH9DV3M,https://www.amazon.in/United-Colors-Benetton-Jeans-18A4DENC0101I_902_0Y_Light/dp/B07F462HH6/ref=sr_1_5748?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5748,,
Men's Sneakers,1444,3499,B07DFCDX6R,B07QKYG4FF,https://www.amazon.in/United-Colors-Benetton-Sneakers-10-18A8UNIC9112I/dp/B07DFCDX6R/ref=sr_1_5749?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5749,,
Men's Striped Regular Fit Polo,739,1999,B07C8NQ8PG,B07QG5HHPV,https://www.amazon.in/United-Colors-Benetton-Striped-203761482_Orange_S/dp/B07C8NQ8PG/ref=sr_1_5750?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5750,,
Boy's Shorts,1199,same as sellprice,B07S2LPBXG,B07QLW86QL,https://www.amazon.in/United-Colors-Benetton-Shorts-19A4DENC1009G_901_S_Blue_6-7/dp/B07S2LPBXG/ref=sr_1_5751?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5751,,
Boy's Plain Regular fit T-Shirt,482,799,B07LFKLS19,B07QKHLQJN,https://www.amazon.in/United-Colors-Benetton-Regular-19P3096C3SSDI_A52_Blue_10-11/dp/B07LFKLS19/ref=sr_1_5752?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5752,,
Men's Casual Trousers,1368,3699,B073VVLB1S,B07QLXHYYV,https://www.amazon.in/United-Colors-Benetton-Trousers-8903975421295_17A4L23R6029I_34W/dp/B073VVLB1S/ref=sr_1_5753?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5753,,
Baby-Boy's Regular fit T-Shirt,599,same as sellprice,B07RZDLY7D,B07QG5FNS1,https://www.amazon.in/United-Colors-Benetton-Regular-19A3096AW124I_S63_0Y_Blue/dp/B07RZDLY7D/ref=sr_1_5754?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5754,,
Boy's Slim Fit Jeans,755,1399,B0792DPCQ1,B07QH9J4H9,https://www.amazon.in/United-Colors-Benetton-Jeans-18P4DENC0624I_101_White_XS/dp/B0792DPCQ1/ref=sr_1_5755?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5755,,
Men's Solid Slim fit Casual Shirt,1196,1999,B07QNPC222,B07QLXW333,https://www.amazon.in/United-Colors-Benetton-Casual-19A5EC03U008I_M01_EL_Grey_XXL/dp/B07QNPC222/ref=sr_1_5756?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5756,,
Men's Olive Sneakers-10 UK/India EU (19A8SNEA5011I_902_42),3499,same as sellprice,B07NLDCTCR,B07QMWDYCK,https://www.amazon.in/United-Collors-Benetton-Sneakers-10-19A8SNEA5011I_902_42/dp/B07NLDCTCR/ref=sr_1_5757?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5757,,
Baby Boy's Plain Regular Fit T-Shirt,301,799,B0792GRYPC,B07QH9HTJN,https://www.amazon.in/United-Colors-Benetton-Regular-18P3U29C191PG_35R_Lemon/dp/B0792GRYPC/ref=sr_1_5758?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5758,,
Men's Solid Slim fit Casual Shirt,1196,1999,B07QT228MM,B07QLXGR3B,https://www.amazon.in/United-Colors-Benetton-Casual-19A5EC03U008I_101_S_Whte/dp/B07QT228MM/ref=sr_1_5759?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5759,,
Men's Carrot Jeans (19A4L23R5094I_901_32_Blue_32W x 31L),3299,same as sellprice,B07VXP9XKK,B07QH9J14Z,https://www.amazon.in/United-Colors-Benetton-Carrot-19A4L23R5094I_901_32_Blue_32W/dp/B07VXP9XKK/ref=sr_1_5760?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5760,,
Boys' Polo,398,999,B01N1M4M3A,B07QLVVPKH,https://www.amazon.in/United-Colors-Benetton-Boys-16A3089C017CIK46EL_Red/dp/B01N1M4M3A/ref=sr_1_5762?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5762,,
Men's Solid Regular Fit T-Shirt,815,1499,B07DLRGNQF,B07QH9H5GT,https://www.amazon.in/United-Colors-Benetton-Regular-18A3NEPJ3034I_901_L_Xenon/dp/B07DLRGNQF/ref=sr_1_5763?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5763,,
Boys' Striped Regular Fit Polo,449,999,B07BM1RM7D,B07QLWV5SQ,https://www.amazon.in/United-Colors-Benetton-Striped-18P3089AKP07I_902_White_XL/dp/B07BM1RM7D/ref=sr_1_5764?dchild=1&keywords=united+colors+of+benetton&qid=1570702321&s=apparel&sr=1-5764,,
Men's Solid Regular Fit T-Shirt (18P3C78J1202I_Black_EL),576,999,B078XXGY1L,B07QKYC9BK,https://www.amazon.in/United-Colors-Benetton-Regular-18P3C78J1202I_Black_EL/dp/B078XXGY1L/ref=sr_1_5765?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5765,,
Boys' Trousers,989,2199,B07JLKXQZQ,B07QJFQ2BT,https://www.amazon.in/United-Colors-Benetton-Trousers-18A4DPH558Z0G_901_XL_Grey/dp/B07JLKXQZQ/ref=sr_1_5766?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5766,,
Boy's Regular fit T-Shirt,499,same as sellprice,B07S1H7433,B07QJFSHB6,https://www.amazon.in/United-Colors-Benetton-19A3096CAW10I_501_M_Grey-Melange_7-8/dp/B07S1H7433/ref=sr_1_5767?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5767,,
ABS 75 cms Black Suitcases (0IP6HAP28M01I),4875,10399,B077BCYBTM,B07QJFPP2K,https://www.amazon.in/United-Colors-Benetton-Suitcases-0IP6HAP28M01I/dp/B077BCYBTM/ref=sr_1_5768?keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5768,,
Women's Sweatshirt,918,2299,B07FBMQZ4V,B07QLXG3PM,https://www.amazon.in/United-Colors-Benetton-Sweatshirt-18A3TR2E6047I_901_M_Rhododendron/dp/B07FBMQZ4V/ref=sr_1_5769?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5769,,
Girls' T-Shirt,359,799,B01MTYEYIW,B07QG5KKKG,https://www.amazon.in/United-Colors-Benetton-T-Shirt-17P3I1XC15HPGS22_Blue_XS/dp/B01MTYEYIW/ref=sr_1_5770?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5770,,
Men's Sneakers,1444,3499,B07DFCDX6R,B07QKYCT73,https://www.amazon.in/United-Colors-Benetton-Sneakers-10-18A8UNIC9112I/dp/B07DFCDX6R/ref=sr_1_5771?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5771,,
Boys' Polo,398,999,B01N1M4M3A,B07QJFPYXS,https://www.amazon.in/United-Colors-Benetton-Boys-16A3089C017CIK46EL_Red/dp/B01N1M4M3A/ref=sr_1_5772?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5772,,
Men's Solid T-Shirt,639,999,B07QH9DRVS,B07QLWZTTD,https://www.amazon.in/United-Colors-Benetton-19A3MELJ3029I_508_KL_Anthra-Melange_XXXL/dp/B07QH9DRVS/ref=sr_1_5773?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5773,,
Men's Carrot Jeans,2034,same as sellprice,B07C8NPP8R,B07QKYCSCY,https://www.amazon.in/United-Colors-Benetton-Carrot-203763648_Olive_30W/dp/B07C8NPP8R/ref=sr_1_5774?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5774,,
Men's Printed Slim fit Casual Shirt,1368,3699,B07L5W1PQF,B07QJFQFYN,https://www.amazon.in/United-Colors-Benetton-Printed-19P5FB07U008I_902_Navy/dp/B07L5W1PQF/ref=sr_1_5775?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5775,,
Women's Leggings,975,2299,B01II52XCG,B07QLWMFVB,https://www.amazon.in/United-Colors-Benetton-Leggings-16A3EU3E9164I902S_Light/dp/B01II52XCG/ref=sr_1_5776?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5776,,
Men's Cotton Brief,260,289,B00UL7W2QM,B07QLW86S5,https://www.amazon.in/United-Colors-Benetton-140DI-Navy/dp/B00UL7W2QM/ref=sr_1_5777?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5777,,
Men's Olive Sneakers-10 UK/India EU (19A8SNEA5011I_902_42),3499,same as sellprice,B07NLDCTCR,B07QJFN8M8,https://www.amazon.in/United-Collors-Benetton-Sneakers-10-19A8SNEA5011I_902_42/dp/B07NLDCTCR/ref=sr_1_5778?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5778,,
Girl's Regular fit T-Shirt,398,999,B07RZDMM1Z,B07QLVVPH5,https://www.amazon.in/United-Colors-Benetton-Regular-19A3096AW3K9I_101_XX_White_3-4/dp/B07RZDMM1Z/ref=sr_1_5779?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5779,,
Cotton a-line Dress,793,1399,B07LCF2C1G,B07QKHLKGC,https://www.amazon.in/United-Colors-Benetton-Cotton-19P3089C00J1I_901_Red_1y/dp/B07LCF2C1G/ref=sr_1_5780?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5780,,
Men's Carrot Jeans,1408,3699,B07G15FM32,B07QH9KCXH,https://www.amazon.in/United-Colors-Benetton-Carrot-18A4L23R9148I_Blue_34W/dp/B07G15FM32/ref=sr_1_5781?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5781,,
Synthetic a-line Dress,1999,same as sellprice,B07RXD3DX4,B07QKHK2MV,https://www.amazon.in/United-Colors-Benetton-Synthetic-19A4KJ25VD00G_101_XX_White_3-4/dp/B07RXD3DX4/ref=sr_1_5782?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5782,,
Boy's Regular fit Polo,1399,same as sellprice,B07S7R36Y1,B07QH9J63D,https://www.amazon.in/United-Colors-Benetton-Striped-19A3096C0AW6I_903_KL_Blue/dp/B07S7R36Y1/ref=sr_1_5783?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5783,,
Boy's Plain Regular Fit T-Shirt,318,799,B0792L575D,B07QLXJ1NY,https://www.amazon.in/United-Colors-Benetton-18P3096CAP59I_501_Grey-Melange_S/dp/B0792L575D/ref=sr_1_5784?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5784,,
United of Benetton Men Olive Sneakers,1271,2499,B07DPZ9Y6R,B07QLXJ1L1,https://www.amazon.in/United-Colors-Benetton-Sneakers-6UK-15A8CORE1001I902/dp/B07DPZ9Y6R/ref=sr_1_5785?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5785,,
Girls' A-Line Knee-Long Dress,499,999,B07CH4S37T,B07QJFQP6Z,https://www.amazon.in/United-Colors-Benetton-Knee-Long-18P3ASTAKP16I_902_Pink_S/dp/B07CH4S37T/ref=sr_1_5786?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5786,,
Baby Boys' Starred Regular Fit Polo,558,1399,B07C77HGZ2,B07QLWFD1D,https://www.amazon.in/United-Colors-Benetton-18P3SPECAA10I_902_Dark-White_1Y/dp/B07C77HGZ2/ref=sr_1_5787?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5787,,
Baby Girls' Plain Regular Fit T-Shirt,592,999,B07C7CHFGV,B07QLVVPH4,https://www.amazon.in/United-Colors-Benetton-Regular-18P3094CAP30I_1Z7_Blueprint_1Y/dp/B07C7CHFGV/ref=sr_1_5788?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5788,,
Boys' Sweater,584,1299,B01IB8E7SS,B07QJFMYK6,https://www.amazon.in/United-Colors-Benetton-16A1TRIC0034I901L_Royal-Multicolor_L/dp/B01IB8E7SS/ref=sr_1_5789?dchild=1&keywords=united+colors+of+benetton&qid=1570702333&s=apparel&sr=1-5789,,
