title,price,mrp,code,ASIN,url,,
Women's Quilted Regular fit T-Shirt,791,1099,B07LH97G9Z,B07S1JMM36,https://www.amazon.in/United-Colors-Benetton-Quilted-19P3C01E4105I_903_Yellow_Small/dp/B07LH97G9Z/ref=sr_1_1058?dchild=1&keywords=united+colors+of+benetton&qid=1570700983&s=apparel&sr=1-1058,,
Women's Slippers,387,499,B07L64GFC6,B07S3R2TC1,https://www.amazon.in/United-Colors-Benetton-Slippers-5-19P8CFFPL310I/dp/B07L64GFC6/ref=sr_1_1059?dchild=1&keywords=united+colors+of+benetton&qid=1570700983&s=apparel&sr=1-1059,,
Girl's Shorts,539,1199,B07LFS6ZLF,B07RYH3Z2M,https://www.amazon.in/United-Colors-Benetton-Shorts-19P4SPEC00JGI_901_L_Blue_8-9/dp/B07LFS6ZLF/ref=sr_1_1060?dchild=1&keywords=united+colors+of+benetton&qid=1570700983&s=apparel&sr=1-1060,,
Women's Slippers,539,599,B07L64GF9Y,B07RYH73TT,https://www.amazon.in/United-Colors-Benetton-Slippers-6-19P8CFFPL315I/dp/B07L64GF9Y/ref=sr_1_1061?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1061,,
Boy's Relaxed Regular Fit Trousers,587,1399,B07F8VG88V,B07RYH5GVB,https://www.amazon.in/United-Colors-Benetton-Trousers-18A3JD4I0550I_Blue_X-Large/dp/B07F8VG88V/ref=sr_1_1062?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1062,,
Men's Solid Regular fit Polo (19A3089J0001I_09Y_XL_Yellow,1199,same as sellprice,B07QKHLTSR,B07RZG2K6D,https://www.amazon.in/United-Colors-Benetton-Regular-19A3089J0001I_09Y_XL_Yellow/dp/B07QKHLTSR/ref=sr_1_1063?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1063,,
Girl's Regular fit T-Shirt,599,same as sellprice,B07SBBGRVZ,B07RZFYRFC,https://www.amazon.in/United-Colors-Benetton-Regular-19A3096AW156G_H56_Coral/dp/B07SBBGRVZ/ref=sr_1_1064?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1064,,
Men's Printed Regular fit T-Shirt,599,1199,B07LFMVC8T,B07S1JLJ58,https://www.amazon.in/United-Colors-Benetton-Printed-19P3C96E0007I_06L_XL_Yellow_X-Large/dp/B07LFMVC8T/ref=sr_1_1065?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1065,,
Boy's Regular fit T-Shirt,799,same as sellprice,B07RZDN4CF,B07RZG1TGC,https://www.amazon.in/United-Colors-Benetton-Regular-19A3096CAW99I_F62_EL_Red_10-11/dp/B07RZDN4CF/ref=sr_1_1066?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1066,,
Men's Sneakers,980,3699,B07L584GWS,B07RYH3Z36,https://www.amazon.in/United-Colors-Benetton-Sneakers-11-19P8SNEA9171I_902_40/dp/B07L584GWS/ref=sr_1_1067?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1067,,
Men's Carrot Jeans,1368,3699,B07BN1KK1F,B07NLCCSTS,https://www.amazon.in/United-Colors-Benetton-Carrot-203763051_Blue_34W/dp/B07BN1KK1F/ref=sr_1_1068?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1068,,
Girl's Solid Regular Fit T-Shirt,345,599,B07F929QWG,B07NLBK4KL,https://www.amazon.in/United-Colors-Benetton-Regular-18A3I9WC13QUG_White_Medium/dp/B07F929QWG/ref=sr_1_1069?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1069,,
Baby Girl's Regular fit Leggings,299,599,B07LCFMGCS,B07NL8K52J,https://www.amazon.in/United-Colors-Benetton-Leggings-19P3CELC009UI_B28_Bubblegum_1y/dp/B07LCFMGCS/ref=sr_1_1070?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1070,,
Boy's Solid Regular Fit T-Shirt,599,same as sellprice,B07F9458Q5,B07NLB7598,https://www.amazon.in/United-Colors-Benetton-Regular-18A3VR5C13V1G_Black/dp/B07F9458Q5/ref=sr_1_1071?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1071,,
Men's Printed Slim Fit Casual Shirt,1259,2799,B07BN15CLP,B07NLCC37J,https://www.amazon.in/United-Colors-Benetton-Printed-203764800_Navy_XL/dp/B07BN15CLP/ref=sr_1_1072?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1072,,
Men's Slippers,228,499,B07L65KRVN,B07NLBJFND,https://www.amazon.in/United-Colors-Benetton-Slippers-8-19P8CFFPM225I/dp/B07L65KRVN/ref=sr_1_1073?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1073,,
Men's Solid Regular Fit Polo,591,1599,B07DLS5NL4,B07NLF81YV,https://www.amazon.in/United-Colors-Benetton-Regular-18A3089J3040I_52S_M_Surf/dp/B07DLS5NL4/ref=sr_1_1074?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1074,,
Men's Plain Regular fit T-Shirt,799,1599,B07LFRK8HV,B07NLBQ216,https://www.amazon.in/United-Colors-Benetton-Regular-19P3TEXJ3997I_901_EL_White/dp/B07LFRK8HV/ref=sr_1_1075?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1075,,
Women's Plain Regular fit T-Shirt,457,899,B07LH52TBB,B07NLDCTCR,https://www.amazon.in/United-Colors-Benetton-Regular-19P3096E950AI_F37_Purple_X-Small/dp/B07LH52TBB/ref=sr_1_1076?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1076,,
Boy's Plain Regular fit T-Shirt,406,799,B07LFS5TJH,B07NLCQ1RP,https://www.amazon.in/United-Colors-Benetton-Regular-19P3SPECSSKLI_101_White_3-4/dp/B07LFS5TJH/ref=sr_1_1077?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1077,,
Men's Solid Slim Fit Casual Shirt,887,2399,B07DMJ5W57,B07NLBJYTD,https://www.amazon.in/United-Colors-Benetton-Casual-18A5FN10U008I_07R_M_Ashes/dp/B07DMJ5W57/ref=sr_1_1078?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1078,,
Women's Flip-Flops and House Slippers,464,699,B01MUGGINX,B07NL9Y5VX,https://www.amazon.in/United-Colors-Benetton-Flip-Flops-Slippers/dp/B01MUGGINX/ref=sr_1_1079?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1079,,
Men's Striped Slim Fit Casual Shirt,961,2599,B07DMJ5D6F,B07NLDCTDT,https://www.amazon.in/United-Colors-Benetton-Striped-18A5JL11U008I_074_S_Off/dp/B07DMJ5D6F/ref=sr_1_1080?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1080,,
Girl's Plain Regular fit T-Shirt,299,599,B07LGCDWVS,B07NLCPJKH,https://www.amazon.in/United-Colors-Benetton-19P3J01C1CPXG_S62_Flame-Scarlet_4-5/dp/B07LGCDWVS/ref=sr_1_1081?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1081,,
Boy's Solid Regular Fit T-Shirt,238,599,B07F92HV1S,B07NLBG42X,https://www.amazon.in/United-Colors-Benetton-Regular-18A3SPEC00U7I_White_KL/dp/B07F92HV1S/ref=sr_1_1082?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1082,,
Boy's Striped Regular fit T-Shirt,699,1399,B07LFT8ZH7,B07NLBJYW5,https://www.amazon.in/United-Colors-Benetton-Striped-19P3SETC00P1I_901_XL_White_9-10/dp/B07LFT8ZH7/ref=sr_1_1083?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1083,,
Men's Slippers,356,499,B07L63YV85,B07NL9XNYT,https://www.amazon.in/United-Colors-Benetton-Slippers-10-19P8CFFPM221I/dp/B07L63YV85/ref=sr_1_1084?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1084,,
Boys' Plain Regular Fit Polo,511,799,B079WVDF55,B07NLBJP1B,https://www.amazon.in/United-Colors-Benetton-Regular-18P3089AKP04I_101_White_EL/dp/B079WVDF55/ref=sr_1_1085?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1085,,
Boy's Plain Regular fit T-Shirt,464,799,B07LFKZN1D,B07NL9XCN3,https://www.amazon.in/United-Colors-Benetton-Regular-19P3096C0SSDI_09Y_Yellow_3-4/dp/B07LFKZN1D/ref=sr_1_1086?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1086,,
Baby-Girl's Regular fit T-Shirt,599,same as sellprice,B07RZDNJL7,B07NLCMPV3,https://www.amazon.in/United-Colors-Benetton-Regular-19A3096AW235I_G22_0Y_Pink/dp/B07RZDNJL7/ref=sr_1_1087?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1087,,
Boy's tie-dye Regular fit Shirt,449,1599,B07LFRJ8XN,B07NL9XRQQ,https://www.amazon.in/United-Colors-Benetton-tie-dye-19P5LINC00YFI_901_XX_Pink_3-4/dp/B07LFRJ8XN/ref=sr_1_1088?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1088,,
Men's Sneakers,1038,3299,B07DF9ZY79,B07NLBX33F,https://www.amazon.in/United-Colors-Benetton-Sneakers-6-18A8SNEA4005I/dp/B07DF9ZY79/ref=sr_1_1089?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1089,,
Men's Plain Regular fit Polo,633,1399,B07LGMKHTT,B07NLBJKGG,https://www.amazon.in/United-Colors-Benetton-Regular-19P3089J1111I_N25_XL_Teal_X-Large/dp/B07LGMKHTT/ref=sr_1_1090?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1090,,
34 Ltrs Green School Backpack (0IP6SCHBPNL8I),849,2349,B07CQS9N25,B07NL9XSTB,https://www.amazon.in/United-Colors-Benetton-Backpack-0IP6SCHBPNL8I/dp/B07CQS9N25/ref=sr_1_1091?keywords=united+colors+of+benetton&qid=1570700995&s=apparel&smid=AT95IG9ONZD7S&sr=1-1091,,
Men's Checkered Regular Fit Casual Shirt,961,2599,B07DMQLD94,B07NLBK4WK,https://www.amazon.in/United-Colors-Benetton-Checkered-18A5EP95U008I_901_EL_Blue/dp/B07DMQLD94/ref=sr_1_1092?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1092,,
Men's Printed T-Shirt,759,1199,B07QLWTJ78,B07NLCBD8F,https://www.amazon.in/United-Colors-Benetton-Printed-19A3096J0067I_13C_EL_Navy_XXL/dp/B07QLWTJ78/ref=sr_1_1093?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1093,,
Polyester 43 cms Black Red Gym Shoulder Bag (0IP6GYBGMP05I),1194,2499,B07VTPKCTP,B07NLB8PFX,https://www.amazon.in/United-Colors-Benetton-Polyester-0IP6GYBGMP05I/dp/B07VTPKCTP/ref=sr_1_1094?keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1094,,
Men's Leather Sandals and Floaters,892,2999,B06WVY2F53,B07NL8JX73,https://www.amazon.in/United-Colors-Benetton-Floaters-17P8Cart1043I/dp/B06WVY2F53/ref=sr_1_1095?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1095,,
Men's Leather Belt,734,2449,B07L32QG7Q,B07NL8J7MM,https://www.amazon.in/United-Colors-Benetton-Leather-0IP6BC40ES07I-09B_Brown_34/dp/B07L32QG7Q/ref=sr_1_1096?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1096,,
Men's Sweatshirt,961,2599,B07DLZSCWN,B07NLF81MQ,https://www.amazon.in/United-Colors-Benetton-Sweatshirt-18A3044J9001I_20W_XL_Green/dp/B07DLZSCWN/ref=sr_1_1097?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1097,,
Men's Checkered Slim fit Casual Shirt,961,2599,B07L5GYVTB,B07NLBK3FG,https://www.amazon.in/United-Colors-Benetton-Checkered-19P5EC17U008I_906_Maroon_S/dp/B07L5GYVTB/ref=sr_1_1098?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1098,,
Boy's tie-dye Regular fit Shirt,799,1599,B07LFP71H2,B07NLBH73B,https://www.amazon.in/United-Colors-Benetton-tie-dye-19P5SPEC00SQI_902_XX_Blue_3-4/dp/B07LFP71H2/ref=sr_1_1099?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1099,,
Boy's Regular fit T-Shirt,399,same as sellprice,B07S4Q68YN,B07NLF81GG,https://www.amazon.in/United-Colors-Benetton-Regular-19A3096AW190G_F62_XX_Red_3-4/dp/B07S4Q68YN/ref=sr_1_1100?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1100,,
Boy's Shorts,584,1599,B07MRB22FX,B07NLDCLZZ,https://www.amazon.in/United-Colors-Benetton-Shorts-19P4WBOTC117I_901_S_Multicolor_6-7/dp/B07MRB22FX/ref=sr_1_1101?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1101,,
Girl's Plain Regular fit T-Shirt,215,599,B07LFTLYQJ,B07NL8JX9R,https://www.amazon.in/United-Colors-Benetton-Regular-19P3Z01C8177G_902_M_Yellow_7-8/dp/B07LFTLYQJ/ref=sr_1_1102?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1102,,
Boy's Relaxed Regular fit Jeans,899,1799,B07LC86XGD,B07NL9XCNY,https://www.amazon.in/United-Colors-Benetton-19P4DENC05C8I_902_Light-Blue_7-8/dp/B07LC86XGD/ref=sr_1_1103?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1103,,
Men's Flip-Flops and House Slippers,253,499,B01MTEVE6S,B07NLD8Z6Q,https://www.amazon.in/United-Colors-Benetton-Flip-Flops-Slippers/dp/B01MTEVE6S/ref=sr_1_1104?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1104,,
Boy's Relaxed Regular Fit Trousers,629,1399,B07F8V5554,B07NL9XMDS,https://www.amazon.in/United-Colors-Benetton-Trousers-18A3SPEC705SI_Grey_2Y/dp/B07F8V5554/ref=sr_1_1105?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1105,,
Cotton Skirt,599,1199,B07MKK1N4D,B07NL9XP3D,https://www.amazon.in/United-Colors-Benetton-Cotton-19P4POPC00SMI_901_XL_Multicolor_9-10/dp/B07MKK1N4D/ref=sr_1_1106?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1106,,
Women's Slippers,355,499,B07L5STRQH,B07NLCMPVL,https://www.amazon.in/United-Colors-Benetton-Slippers-7-19P8CFFPL309I/dp/B07L5STRQH/ref=sr_1_1107?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1107,,
Men's Printed Boxers,830,999,B07MLM1SST,B07NLBB1KD,https://www.amazon.in/United-Colors-Benetton-19P3P80BP41DI_901_L_Navy-Blue_Large/dp/B07MLM1SST/ref=sr_1_1108?dchild=1&keywords=united+colors+of+benetton&qid=1570700995&s=apparel&sr=1-1108,,
Boy's Regular fit T-Shirt,399,same as sellprice,B07S4Q68YN,B07NLCQDS8,https://www.amazon.in/United-Colors-Benetton-Regular-19A3096AW190G_F62_XX_Red_3-4/dp/B07S4Q68YN/ref=sr_1_1109?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1109,,
Boy's Shorts,584,1599,B07MRB22FX,B07NL9XBR8,https://www.amazon.in/United-Colors-Benetton-Shorts-19P4WBOTC117I_901_S_Multicolor_6-7/dp/B07MRB22FX/ref=sr_1_1110?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1110,,
Girl's Plain Regular fit T-Shirt,215,599,B07LFTLYQJ,B07NL9XC3R,https://www.amazon.in/United-Colors-Benetton-Regular-19P3Z01C8177G_902_M_Yellow_7-8/dp/B07LFTLYQJ/ref=sr_1_1111?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1111,,
Women's Sneakers,502,2799,B0791ZJP66,B07NLDGBL9,https://www.amazon.in/United-Colors-Benetton-Sneakers-2-18P8SNEA3115I/dp/B0791ZJP66/ref=sr_1_1112?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1112,,
Boy's Relaxed Regular fit Jeans,899,1799,B07LC86XGD,B07NLBLVLX,https://www.amazon.in/United-Colors-Benetton-19P4DENC05C8I_902_Light-Blue_7-8/dp/B07LC86XGD/ref=sr_1_1113?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1113,,
Boy's Relaxed Regular Fit Trousers,629,1399,B07F8V5554,B07NLBJM9Y,https://www.amazon.in/United-Colors-Benetton-Trousers-18A3SPEC705SI_Grey_2Y/dp/B07F8V5554/ref=sr_1_1114?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1114,,
Polyester 69 cms Black Suitcase (0IP6SPO24P01I),4247,8999,B077BZDYJV,B07NLCB64T,https://www.amazon.in/United-Colors-Benetton-Polyester-0IP6SPO24P01I/dp/B077BZDYJV/ref=sr_1_1115?keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1115,,
Cotton Skirt,599,1199,B07MKK1N4D,B07NL9MJKH,https://www.amazon.in/United-Colors-Benetton-Cotton-19P4POPC00SMI_901_XL_Multicolor_9-10/dp/B07MKK1N4D/ref=sr_1_1116?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1116,,
Men's Sneakers,1275,2999,B07L4YG619,B07NL9XDVL,https://www.amazon.in/United-Colors-Benetton-Sneakers-6-19P8SNEA3105I_902_41/dp/B07L4YG619/ref=sr_1_1117?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1117,,
Men's Printed Boxers,830,999,B07MLM1SST,B07NLBRFWD,https://www.amazon.in/United-Colors-Benetton-19P3P80BP41DI_901_L_Navy-Blue_Large/dp/B07MLM1SST/ref=sr_1_1118?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1118,,
Men's Relaxed Fit Shorts,1038,2599,B07GTWR4Y6,B07NLCPRN1,https://www.amazon.in/United-Colors-Benetton-Relaxed-18A4STWB8003I_Navy/dp/B07GTWR4Y6/ref=sr_1_1119?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1119,,
Men's Cotton Calf Socks (Pack of 3),344,399,B07MZFM8KF,B07NLBH6XX,https://www.amazon.in/United-Colors-Benetton-Cotton-PS01I-905_Navy_St/dp/B07MZFM8KF/ref=sr_1_1120?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1120,,
Men's Solid Slim Fit Casual Shirt,1035,2799,B07DMMKB1N,B07NLBRFR9,https://www.amazon.in/United-Colors-Benetton-Casual-18A5DB01U008I_901_L_Blue/dp/B07DMMKB1N/ref=sr_1_1121?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1121,,
Men's Slippers,177,499,B07L64CW8W,B07NLDCLTF,https://www.amazon.in/United-Colors-Benetton-Slippers-6-19P8CFFPM207I/dp/B07L64CW8W/ref=sr_1_1122?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1122,,
Girl's Floral Regular Fit T-Shirt,233,599,B0792P345T,B07NLCQDW6,https://www.amazon.in/United-Colors-Benetton-Regular-18P3CPC017S9I_902_Sky/dp/B0792P345T/ref=sr_1_1123?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1123,,
Men's Solid Regular Fit T-Shirt,591,1599,B078XXGY75,B07NLBK3G5,https://www.amazon.in/United-Colors-Benetton-Regular-18P3089E9999I_Green_XL/dp/B078XXGY75/ref=sr_1_1124?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1124,,
Girls' Regular Fit Skirt,629,1399,B07F47QHMW,B07NLDF484,https://www.amazon.in/United-Colors-Benetton-Regular-18A4BDPI0753G_901_XS_Blue/dp/B07F47QHMW/ref=sr_1_1125?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1125,,
Men's Solid Regular Fit Polo,517,1399,B07DLRPYWJ,B07NL9XBW6,https://www.amazon.in/United-Colors-Benetton-Regular-18A3E69J3118I_100_S_Black/dp/B07DLRPYWJ/ref=sr_1_1126?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1126,,
Girl's Plain Regular fit T-Shirt,379,599,B07LFKLRXW,B07NLCC3PY,https://www.amazon.in/United-Colors-Benetton-Regular-19P3J01C1CPXG_902_Teal_4-5/dp/B07LFKLRXW/ref=sr_1_1127?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1127,,
Men's Flip-Flops,300,499,B07FXRJ4CD,B07NLBRFT1,https://www.amazon.in/United-Colors-Benetton-Flip-Flops-9-18A8CFFPM085I/dp/B07FXRJ4CD/ref=sr_1_1128?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1128,,
Men's Solid Boxers,309,same as sellprice,B07MZB8L5Q,B07NLBDYS5,https://www.amazon.in/United-Colors-Benetton-Boxers-202DI-902_Blue_Small/dp/B07MZB8L5Q/ref=sr_1_1129?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1129,,
Boys' Striped Regular Fit T-Shirt,377,799,B07FHG3KKL,B07NL8JTFG,https://www.amazon.in/United-Colors-Benetton-18A3CPSC0AUPI_10-11-Years_Multicolor/dp/B07FHG3KKL/ref=sr_1_1130?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1130,,
Women's Regular Fit Top,758,1899,B0792LY76H,B07NLB55Y7,https://www.amazon.in/United-Colors-Benetton-Regular-18P5VM1E1706I_Peacoat_L/dp/B0792LY76H/ref=sr_1_1131?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1131,,
Men's Solid Regular Fit T-Shirt,517,1399,B07DLRGF8M,B07NLBGBTT,https://www.amazon.in/United-Colors-Benetton-Regular-18A3096J3213I_902_S_Wine/dp/B07DLRGF8M/ref=sr_1_1132?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1132,,
Men's Flip-Flops,190,499,B07L62DP94,B07NLCCSVS,https://www.amazon.in/United-Colors-Benetton-Flip-Flops-10-19P8CFFPM217I/dp/B07L62DP94/ref=sr_1_1133?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1133,,
Men's Plain Regular fit Polo,923,1599,B07LCQNNJT,B07NLBJKBJ,https://www.amazon.in/United-Colors-Benetton-Regular-19P3089E0039I_902_Red_X-Large/dp/B07LCQNNJT/ref=sr_1_1134?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1134,,
Men's Checkered Slim Fit Casual Shirt,1109,2999,B07DMHFCCB,B07NL9Y27F,https://www.amazon.in/United-Colors-Benetton-Checkered-18A5OC09U008I_901_S_Green/dp/B07DMHFCCB/ref=sr_1_1135?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1135,,
Men's Plain Regular fit Polo,699,1399,B07LCQTCN8,B07NL8JX2G,https://www.amazon.in/United-Colors-Benetton-Regular-19P3069J3040I_101_White_El/dp/B07LCQTCN8/ref=sr_1_1136?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1136,,
Men's Sneakers,1559,2999,B0791V49K5,B07NLBGC7C,https://www.amazon.in/United-Colors-Benetton-Sneakers-10-5-18P8SNEAFW52I/dp/B0791V49K5/ref=sr_1_1137?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1137,,
Boys' Polo,634,1099,B01NGU377Z,B07NLBJ9T3,https://www.amazon.in/United-Colors-Benetton-Boys-17P3089CB01AI901_Blue_2Y/dp/B01NGU377Z/ref=sr_1_1139?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1139,,
Men's Leather Belt,824,2749,B07MPR9L7J,B07NLCQ1NM,https://www.amazon.in/United-Colors-Benetton-Leather-0IP6AM35CB12I-203/dp/B07MPR9L7J/ref=sr_1_1140?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1140,,
Boys' Relaxed Regular Fit Trousers,650,1399,B07CH4MX4P,B07NLB7566,https://www.amazon.in/United-Colors-Benetton-Trousers-18P4WBOTC052I_1Z7_Blue/dp/B07CH4MX4P/ref=sr_1_1141?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1141,,
Men's Flip-Flops,190,499,B0748Q69R7,B07NL9XM6B,https://www.amazon.in/United-Colors-Benetton-Flip-Flops-9-17A8CFFPM333I/dp/B0748Q69R7/ref=sr_1_1142?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1142,,
Girls' Regular Fit Plain T-Shirt,519,799,B07FBPTN74,B07NLBJYSH,https://www.amazon.in/United-Colors-Benetton-Regular-18A3094C0C1FI_Rhododendron/dp/B07FBPTN74/ref=sr_1_1143?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1143,,
Men's Cotton Trunk,309,same as sellprice,B00UL7ZIPE,B07NLBK3JM,https://www.amazon.in/United-Colors-Benetton-202DI-White/dp/B00UL7ZIPE/ref=sr_1_1144?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1144,,
Women's Bubble Hem Mini Dress,918,2299,B0792LK8B3,B07NL9XNXS,https://www.amazon.in/United-Colors-Benetton-18P3CT1E1462I_Laurel-Green_XS/dp/B0792LK8B3/ref=sr_1_1145?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1145,,
Men's Slippers,268,499,B07L6352BS,B07NLCR92Q,https://www.amazon.in/United-Colors-Benetton-Slippers-8-19P8CFFPM222I/dp/B07L6352BS/ref=sr_1_1146?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1146,,
Men's Striped Regular fit T-Shirt,591,1599,B07LFV3ZK9,B07NLBJYVX,https://www.amazon.in/United-Colors-Benetton-Striped-19P3STRJ3017I_902_S_Olive_Small/dp/B07LFV3ZK9/ref=sr_1_1147?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1147,,
Men's Printed Regular fit T-Shirt,632,1399,B07LFMF228,B07NLDCT7L,https://www.amazon.in/United-Colors-Benetton-Printed-19P3C96E0015I_101_M_White_Medium/dp/B07LFMF228/ref=sr_1_1148?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1148,,
Men's Solid Regular Fit Polo,480,1299,B07DLMZL9Q,B07NLB7HV9,https://www.amazon.in/United-Colors-Benetton-Regular-18A3ETPJ3035I_901_S_Grey/dp/B07DLMZL9Q/ref=sr_1_1149?dchild=1&keywords=united+colors+of+benetton&qid=1570701008&s=apparel&sr=1-1149,,
